ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
348,126,138,133,11108,1,6,9,SO44581,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
346,126,138,133,11134,1,6,9,SO44582,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
346,127,139,134,11104,1,6,9,SO44589,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
345,128,140,135,11124,1,6,9,SO44595,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
345,129,141,136,11117,1,6,9,SO44601,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
349,133,145,140,11109,1,6,9,SO44627,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
348,133,145,140,11356,1,6,9,SO44628,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
351,136,148,143,11147,1,6,9,SO44650,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
344,136,148,143,11344,1,98,10,SO44645,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
346,137,149,144,11105,1,6,9,SO44655,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
350,137,149,144,11120,1,6,9,SO44657,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
349,138,150,145,11151,1,6,9,SO44662,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
346,141,153,148,11106,1,6,9,SO44679,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
344,143,155,150,11111,1,6,9,SO44690,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
348,148,160,155,11112,1,6,9,SO44712,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
344,151,163,158,11126,1,6,9,SO44728,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
350,154,166,161,11365,1,6,9,SO44807,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
351,155,167,162,11444,1,6,9,SO44815,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
346,160,172,167,11445,1,6,9,SO44847,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
348,161,173,168,11364,1,6,9,SO44864,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
351,161,173,168,11372,1,6,9,SO44865,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
350,161,173,168,11443,1,6,9,SO44866,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
345,162,174,169,11363,1,6,9,SO44871,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
348,166,178,173,11351,1,98,10,SO44889,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
351,166,178,173,11353,1,98,10,SO44899,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
346,166,178,173,11381,1,98,10,SO44890,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
350,167,179,174,11359,1,6,9,SO44904,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
348,170,182,177,11448,1,6,9,SO44927,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
349,172,184,179,11357,1,6,9,SO44946,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
346,172,184,179,11446,1,6,9,SO44947,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
351,173,185,180,11449,1,6,9,SO44956,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
350,178,190,185,11368,1,6,9,SO44993,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
346,181,193,188,11360,1,6,9,SO45015,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
348,182,194,189,11358,1,6,9,SO45021,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
350,182,194,189,11447,1,6,9,SO45022,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
348,183,195,190,11450,1,6,9,SO45030,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
350,185,197,192,11455,1,6,9,SO45082,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
350,187,199,194,11388,1,98,10,SO45087,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
345,187,199,194,11398,1,98,10,SO45088,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
344,188,200,195,11394,1,98,10,SO45095,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
344,192,204,199,11751,1,6,9,SO45120,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
350,194,206,201,11759,1,6,9,SO45129,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
349,195,207,202,11452,1,6,9,SO45138,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
344,198,210,205,11465,1,6,9,SO45156,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
344,198,210,205,11750,1,6,9,SO45157,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
349,199,211,206,11400,1,98,10,SO45159,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
349,199,211,206,11453,1,6,9,SO45164,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
351,200,212,207,11462,1,6,9,SO45170,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
345,200,212,207,11754,1,6,9,SO45171,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
347,201,213,208,11456,1,6,9,SO45178,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
351,201,213,208,11457,1,6,9,SO45179,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
345,205,217,212,11460,1,6,9,SO45204,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
349,206,218,213,11464,1,6,9,SO45213,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
349,210,222,217,11387,1,98,10,SO45229,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
344,210,222,217,11472,1,6,9,SO45233,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
346,211,223,218,11459,1,6,9,SO45238,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
350,212,224,219,11756,1,6,9,SO45244,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
344,213,225,220,11451,1,6,9,SO45248,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
349,215,227,222,11454,1,6,9,SO45264,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
350,215,227,222,11461,1,6,9,SO45265,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
313,218,230,225,11227,1,100,4,SO45359,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
344,220,232,227,11761,1,6,9,SO45376,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
313,221,233,228,11129,1,100,1,SO45382,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
310,222,234,229,11090,1,100,4,SO45389,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
310,222,234,229,11224,1,100,1,SO45387,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
344,222,234,229,11762,1,6,9,SO45392,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
348,223,235,230,11468,1,98,10,SO45394,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
310,225,237,232,11217,1,100,1,SO45404,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
344,225,237,232,11413,1,98,10,SO45402,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
312,226,238,233,11191,1,100,4,SO45413,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
346,228,240,235,11414,1,98,10,SO45428,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
311,229,241,236,11252,1,100,4,SO45434,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
312,230,242,237,11216,1,100,1,SO45441,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
312,235,247,242,11171,1,100,4,SO45463,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
345,237,249,244,11422,1,98,10,SO45467,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
312,239,251,246,11257,1,100,4,SO45485,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
312,241,253,248,11189,1,100,1,SO45500,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
312,243,255,250,11175,1,100,4,SO45512,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
313,244,256,251,11263,1,100,1,SO45581,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
311,244,256,251,11274,1,100,1,SO45583,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
351,244,256,251,11905,1,6,9,SO45585,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
313,245,257,252,11275,1,100,4,SO45588,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
310,245,257,252,11531,1,100,4,SO45587,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
345,245,257,252,11897,1,6,9,SO45592,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
312,246,258,253,11282,1,100,1,SO45594,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
314,246,258,253,11515,1,100,4,SO45595,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
348,246,258,253,11893,1,6,9,SO45601,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
312,247,259,254,11296,1,100,1,SO45603,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
314,247,259,254,11317,1,100,1,SO45604,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
311,247,259,254,11626,1,100,4,SO45605,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
349,247,259,254,11896,1,6,9,SO45608,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
310,248,260,255,11303,1,100,1,SO45610,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
310,248,260,255,11535,1,100,1,SO45611,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
314,249,261,256,11522,1,100,1,SO45613,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
346,249,261,256,11768,1,6,9,SO45621,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
310,250,262,257,11259,1,100,1,SO45626,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
313,250,262,257,11291,1,100,4,SO45624,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
314,250,262,257,11307,1,100,4,SO45625,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
347,250,262,257,11892,1,6,9,SO45629,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
351,250,262,257,11899,1,6,9,SO45630,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
350,251,263,258,11237,1,100,8,SO45631,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
311,252,264,259,11302,1,100,1,SO45636,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
314,252,264,259,11525,1,100,1,SO45637,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
313,253,265,260,11623,1,100,4,SO45642,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
312,254,266,261,11289,1,100,4,SO45646,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
351,254,266,261,11482,1,98,10,SO45645,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,
310,255,267,262,11319,1,100,4,SO45649,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
347,255,267,262,11764,1,6,9,SO45653,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
311,256,268,263,11266,1,100,1,SO45657,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
312,256,268,263,11270,1,100,4,SO45658,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
312,256,268,263,11323,1,100,4,SO45655,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
313,256,268,263,11617,1,100,4,SO45656,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,
347,256,268,263,11901,1,6,9,SO45663,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,
